Date,CS_Mnth,CD_Mnth,Enrgy_Mnth,Fncl_Mnth,HlthC_Mnth,Indstrl_Mnth,Mtrls_Mnth,Tech_Mnth,Util_Mnth,Unempl,Jobs_Non-Farm (000s),Hrly_Wages,CPI_urban,PPI_Commodity,Imp_Exp _Indx,haircut_price,cardboard_pice,Cnstrct_InPlace ($mms),Houses_Sold (000s),House_starts (000s),"SB (AFC_0,NFC_1)",Cosmetics_ index,bodies,unidentified_ bodies,underwear,beer_ %change
12/1/1998,,,,,,,,,,0.044,127596,,164.4,,91,102.7,166.5,706989,949,1738,0,160.8,2,17,,0.8
1/1/1999,0.058,0.0333,-0.0013,-0.0127,0.0579,0.0599,0.0556,0.0077,-0.0077,0.043,127702,,164.7,,91.3,103,165,708818,875,1708,0,162.1,3,24,,-1.1
2/1/1999,-0.0143,0.055,-0.0631,0.0337,0.0429,-0.0038,-0.0299,0.1684,-0.012,0.044,128120,,164.7,,91.2,103.3,164.5,726308,848,1618,0,162.1,1,17,,0.6
3/1/1999,-0.0208,-0.0136,-0.0064,0.0078,-0.0057,-0.0013,0,-0.1188,-0.0411,0.042,128227,,164.8,,91.5,103.7,164.6,737226,863,1652,0,163.6,1,16,,-0.6
4/1/1999,0.0112,0.0563,0.1363,0.0311,0.0287,0.0204,0.0235,0.1152,-0.0577,0.043,128597,,165.9,,92.4,103.9,171.3,728788,918,1517,0,163,4,19,,3.4
5/1/1999,-0.0363,0.0228,0.1472,0.0691,0.048,0.1446,0.2496,-0.0133,0.0956,0.042,128808,,166,,93.1,104.4,174.8,727358,888,1562,0,163.5,1,23,,-0.8
6/1/1999,-0.0176,-0.0457,-0.0243,-0.0623,-0.0469,-0.0159,-0.085,-0.0004,0.0053,0.043,129089,,166,,92.9,104.3,177.2,739167,923,1506,0,165.8,3,26,,-1.5
7/1/1999,0.0148,0.0535,0.0204,0.0489,0.0447,0.0517,0.0496,0.0993,0.0434,0.043,129414,,166.7,,93.8,104.6,174.9,745815,900,1606,0,164.8,2,11,,1.1
8/1/1999,-0.039,-0.0645,0.0094,-0.0585,-0.0246,-0.0227,-0.0233,-0.0208,-0.0005,0.042,129569,,167.1,,94.8,104.9,183.1,741524,893,1618,0,165.7,,35,,0.1
9/1/1999,0.0127,-0.0367,0.0176,-0.0444,-0.0504,0.0049,-0.0386,0.0479,-0.0558,0.042,129772,,167.8,,95.8,105,190.5,751402,826,1575,0,168,1,28,,1.6
10/1/1999,-0.0869,-0.0158,-0.0481,-0.0671,-0.011,-0.0178,-0.0261,-0.0157,0.0183,0.041,130177,,168.1,,96,105.5,191.6,759906,872,1569,0,168.9,2,20,,0.3
11/1/1999,0.0986,0.087,-0.0159,0.1616,0.0572,-0.0181,0.0209,0.0381,0.0137,0.041,130466,,168.4,,96.7,106.1,191.9,781199,863,1611,0,168.2,4,28,,-0.2
12/1/1999,-0.0131,0.0088,-0.0046,-0.0515,0.0061,-0.0162,-0.0154,0.0909,-0.0365,0.04,130772,,168.8,,97.4,106.3,191.9,789431,873,1631,0,167.8,1,24,,1.6
1/1/2000,-0.0651,0.0783,0.0139,-0.0194,0.0889,0.0697,0.1099,0.1962,0.0011,0.04,131005,,169.3,,97.8,106.7,191.9,784940,873,1612,1,166.3,1,25,,-0.4
2/1/2000,-0.0034,-0.1149,0,-0.0224,-0.0252,-0.079,-0.1254,-0.0919,-0.0464,0.041,131124,,170,,99.7,107.2,191.5,793737,856,1706,1,165.7,2,25,,1.4
3/1/2000,-0.1139,-0.0632,-0.0475,-0.1105,-0.0646,-0.0535,-0.0898,0.1086,-0.0883,0.04,131596,,171,,99.9,107.5,192.3,809459,900,1548,1,166.5,2,21,,1.6
4/1/2000,0.0589,0.1538,0.1339,0.2015,0.094,0.1404,0.1038,0.0681,0.059,0.038,131888,,170.9,,98.5,107.5,197.5,804766,841,1544,1,167,2,30,,-1.3
5/1/2000,0.0405,-0.0295,-0.0106,-0.0567,-0.0167,0.0144,-0.058,-0.0669,0.0598,0.04,132105,,171.2,,98.8,108.2,201.3,805005,857,1525,1,166.8,1,23,,2.5
6/1/2000,0.0743,-0.0619,0.1017,0.0769,-0.0277,-0.0063,-0.0382,-0.0997,0.0033,0.04,132061,,172.2,,100.2,108.5,203.3,795411,793,1522,1,167.5,3,23,,1.2
7/1/2000,0.0375,-0.0486,-0.0612,-0.0565,-0.0106,-0.0386,-0.0596,0.0759,-0.0149,0.04,132236,,172.7,,100.2,108.7,203.2,783795,887,1419,1,166.6,,26,,0.7
8/1/2000,-0.0262,0.017,-0.0248,0.0941,-0.0075,0.0149,-0.0039,-0.052,-0.0017,0.041,132230,,172.7,,100.4,109.4,202.9,805341,848,1502,1,167.4,2,22,,0.7
9/1/2000,-0.0147,-0.0502,0.0966,0.0968,0.0344,0.1014,0.0134,0.1128,0.0404,0.039,132353,,173.6,,101.6,109.8,203.5,814330,912,1458,1,167.8,1,21,,0
10/1/2000,0.0318,0.0025,0.0203,0.0164,-0.026,-0.0463,-0.1008,-0.1748,0.1035,0.039,132351,,173.9,,101.2,110,204.3,816100,933,1519,1,165.7,3,17,,1.4
11/1/2000,0.0774,-0.005,-0.0247,-0.0162,0.0101,0.0382,0.0966,-0.081,0.0718,0.039,132556,,174.2,,101.2,110.2,204.3,820054,880,1522,1,166,,14,,1
12/1/2000,0.0292,-0.024,-0.0584,-0.0362,-0.0904,-0.0308,-0.0118,-0.1734,-0.0082,0.039,132709,,174.6,,100.5,110.6,204.3,811516,983,1491,1,168.1,,23,,-5.3
1/1/2001,0.0397,0.0673,0.1157,0.0774,0.0047,0.0246,0.1074,-0.1206,-0.0313,0.042,132698,,175.6,,100.5,110.8,204.3,814479,936,1575,0,168.5,5,20,,6.5
2/1/2001,-0.07,0.1055,-0.048,-0.0015,0.0926,0.0026,-0.0244,0.1903,-0.0452,0.042,132789,,176,,99.9,111,204.3,813647,963,1565,0,168.4,,24,,-1.6
3/1/2001,0.0008,-0.0695,-0.0087,-0.0778,-0.0329,-0.0645,-0.0019,-0.2611,0.0111,0.043,132747,,176.1,,98.3,111.2,204.3,828057,939,1554,0,168.9,2,20,,-0.5
4/1/2001,-0.0691,-0.0256,-0.0424,-0.0363,-0.0554,-0.0919,-0.0331,-0.0976,-0.016,0.044,132463,,176.4,,97.8,111.9,204,842392,909,1609,0,169.4,1,26,,0
5/1/2001,0.0206,0.0604,0.101,0.0438,0.072,0.1079,0.0767,0.1543,0.0547,0.043,132410,,177.3,,98,112.3,202.8,848146,885,1552,0,164.5,2,26,,0.5
6/1/2001,0.0115,0.0109,-0.0024,0.0416,0.0315,0.0489,0.0503,-0.0312,-0.0091,0.045,132299,,177.7,,97.6,112.3,202.8,855730,882,1565,0,166.8,2,21,,0.8
7/1/2001,-0.0379,-0.0022,-0.0985,0,-0.0084,-0.0631,-0.0518,0,-0.052,0.046,132177,,177.4,,96.1,112.8,202.8,850471,880,1627,0,167.8,3,29,,-0.6
8/1/2001,0.0252,0.042,0.005,-0.013,-0.0237,0.0052,0.0064,-0.043,-0.0097,0.049,132028,,177.4,,96,113,200.9,847465,866,1521,0,167.4,3,25,,-0.2
9/1/2001,-0.002,-0.0819,-0.053,-0.0735,-0.0485,-0.0474,-0.0204,-0.1569,-0.0261,0.05,131771,,178.1,,95.9,113.2,199.5,837412,853,1515,0,168.9,1,21,,-0.1
10/1/2001,0,-0.1301,-0.1093,-0.0582,-0.1439,-0.145,-0.1132,-0.1493,-0.0231,0.053,131454,,177.6,,93.7,113.4,199.2,845941,871,1505,0,169.3,5,24,,0.7
11/1/2001,-0.0028,0.047,0.0465,-0.0081,-0.0013,0.019,0.0375,0.1227,-0.0414,0.055,131142,,177.5,,92.3,114,198.3,843911,924,1554,0,169.3,2,31,,1.8
12/1/2001,0.0346,0.1275,-0.0582,0.0517,0.1163,0.0919,0.0944,0.1279,-0.0275,0.057,130982,,177.4,,91.4,113.7,196.7,849689,979,1547,0,168.3,2,23,,-0.1
1/1/2002,-0.0308,0.0626,0.0583,0.0195,0.0382,0.0466,-0.0165,0.0062,0.0246,0.057,130852,,177.7,,91.6,113.6,196.4,858654,880,1643,0,167.5,6,27,,-0.7
2/1/2002,0.0123,0.0208,-0.0348,-0.0076,-0.0055,-0.0601,0.0308,-0.0348,-0.0233,0.057,130736,,178,,91.6,113.7,196.2,862338,948,1807,0,168.6,4,28,,1.6
3/1/2002,0.0161,0.0085,0.047,-0.0077,0.037,0.0332,0.0394,-0.1117,0,0.057,130717,,178.5,,92.8,114.3,196.7,844551,923,1589,0,167.4,2,17,,-0.6
4/1/2002,0.0023,-0.0118,0.0767,0.0447,0.0374,0.0067,0.0239,0.0287,0.0239,0.059,130623,,179.3,,94.3,114.7,196.7,858240,936,1554,0,168,5,27,,-0.6
5/1/2002,-0.0312,-0.0034,-0.0482,-0.0112,0.0137,-0.0623,-0.0391,-0.1194,-0.057,0.058,130634,,179.5,,94.4,114.9,195.1,850935,978,1723,0,167.6,3,22,,0.3
6/1/2002,-0.0107,-0.0085,-0.0145,-0.0068,0.0153,0.0119,0.0487,-0.0359,-0.0046,0.058,130684,,179.6,,94.1,114.9,195.1,846777,957,1670,0,167.7,1,22,,0
7/1/2002,-0.1044,-0.0528,-0.0363,-0.0545,-0.0818,-0.0637,-0.0232,-0.1363,-0.0695,0.058,130590,,180,,94.5,115.1,195.9,847129,956,1615,0,166.1,1,27,,-0.2
8/1/2002,-0.0493,-0.1209,-0.1554,-0.0837,-0.0291,-0.0642,-0.1102,-0.102,-0.1465,0.057,130587,,180.5,,94.8,115.4,198.8,839008,1014,1600,0,166.3,1,29,,-1
9/1/2002,0.0024,0.0112,0.0099,0.0048,0.0037,-0.0299,-0.017,-0.0226,0.0361,0.057,130501,,180.8,,95.5,115.4,199.9,832134,1044,1732,0,166.7,3,26,,-0.6
10/1/2002,-0.064,-0.0725,-0.0536,-0.0935,-0.0425,-0.0974,-0.117,-0.1379,-0.1234,0.057,130628,,181.2,,95.5,115.5,202.4,839690,1006,1624,0,167.5,5,37,,-1.2
11/1/2002,0.0307,0.0596,0.0165,0.0753,0.0366,0.0377,0.0358,0.2228,-0.0397,0.059,130615,,181.5,,94.6,115.8,200.5,844697,1024,1711,0,166.9,7,25,,0.7
12/1/2002,-0.0195,0.0854,0.0455,0.0571,0.047,0.0721,0.142,0.2055,0.0391,0.06,130472,,181.8,,95.2,115.9,200.6,855921,1048,1738,0,165.9,8,20,,2.9
1/1/2003,-0.0045,-0.1044,-0.0036,-0.0696,-0.0395,-0.0467,-0.0525,-0.1534,0.0281,0.058,130580,,182.6,,96.9,116.3,200.6,863855,999,1815,1,166.7,11,26,,-2.6
2/1/2003,-0.0335,-0.042,-0.029,-0.0181,-0.0075,-0.0552,-0.0624,-0.0315,-0.0299,0.059,130444,,183.6,,98.5,116.5,201.3,859225,936,1583,1,166.8,8,15,,-0.1
3/1/2003,-0.0295,0.0022,0.0257,-0.0162,-0.0207,-0.0147,-0.025,0.0083,-0.0479,0.059,130232,,183.9,,99.1,117,201.2,851132,999,1662,1,166.5,7,28,,1.1
4/1/2003,-0.0224,0.0147,-0.0004,-0.0188,0.0338,0.0031,0.0071,-0.0137,0.0341,0.06,130177,,183.2,,96,117.4,201.1,859459,1012,1616,1,167.5,10,18,,0.8
5/1/2003,0.0392,0.117,-0.0013,0.1177,0.0298,0.1003,0.0829,0.085,0.0805,0.061,130196,,182.9,,95.3,117.8,201.4,866814,1078,1717,1,168.2,11,27,,-1.1
6/1/2003,0.0593,0.0654,0.1022,0.0616,0.026,0.0374,0.041,0.0918,0.115,0.063,130194,,183.1,,96.2,117.6,201.1,880865,1193,1822,1,169.5,11,30,,0.6
7/1/2003,-0.0094,-0.0074,-0.0289,-0.0181,0.0246,0.0009,-0.0067,-0.0053,-0.0139,0.062,130191,,183.7,,96.7,117.9,200.9,891264,1168,1850,1,169.7,6,28,,1.3
8/1/2003,-0.0025,0.0298,-0.0268,0.0546,-0.012,0.0419,0.0818,0.039,-0.0559,0.061,130149,,184.5,,96.7,118.3,200.4,901839,1206,1796,1,168.5,7,22,,2.2
9/1/2003,0.024,0.0579,0.0585,-0.0113,-0.0323,0.054,0.0336,0.0615,0.0101,0.061,130254,,185.1,,96.2,119.2,200.3,911589,1131,1888,1,168.4,14,20,,1
10/1/2003,-0.0049,-0.0489,-0.0248,0.0043,0.0065,-0.041,-0.0494,-0.0123,0.0477,0.06,130454,,184.9,,96.3,119.4,198.7,925732,1144,1925,1,169,11,32,,0.8
11/1/2003,0.0492,0.0891,0.0133,0.0686,0.0054,0.0632,0.0888,0.0738,0.0091,0.058,130474,,185,,96.8,118.5,198.4,925985,1093,2026,1,167.8,10,24,,-1.3
12/1/2003,0.0033,0.0099,0.0111,-0.0011,0.0249,0.0209,0.0289,0.0111,0.0009,0.057,130588,,185.5,,97.5,118.6,198.5,948491,1129,1958,1,167.3,13,32,100,1.4
1/1/2004,0.0159,0.0333,0.1309,0.0353,0.0468,0.063,0.0915,0.023,0.0545,0.057,130769,,186.3,,99,118.7,198.5,938525,1165,1881,1,168.2,8,18,100,-0.1
2/1/2004,0.0014,-0.0101,0.0155,0.0316,0.0281,-0.0063,-0.0484,0.0435,0.0252,0.056,130825,,186.7,,99.4,119.1,197.6,937813,1159,1815,0,169.5,9,19,100,-0.2
3/1/2004,0.0615,0.0249,0.0577,0.0289,0.0103,0.0011,0.0556,-0.0286,0.0196,0.058,131142,,187.1,,100.2,119.4,197.1,961159,1276,1964,0,168.8,8,31,100,0.3
4/1/2004,-0.0125,-0.0062,-0.0161,-0.0087,-0.0437,-0.0123,-0.0248,-0.0222,-0.0037,0.056,131411,,187.4,,100.4,119.6,195.8,967602,1186,1982,0,168.7,7,25,100.2,1.4
5/1/2004,0.0206,-0.0166,0.0184,-0.0506,0.0333,-0.0068,-0.0506,-0.0375,-0.0361,0.056,131694,,188.2,,101.9,119.9,200.3,974381,1241,1956,0,170.7,4,29,100.2,0.4
6/1/2004,-0.0107,0.0032,0.0033,0.0107,-0.0077,0.0209,0.0248,0.02,0.0043,0.056,131793,,188.9,,101.7,120.2,207,983087,1180,1785,0,170.4,7,24,100.2,-0.6
7/1/2004,0.0039,0.0079,0.0523,0.0018,-0.0052,0.0699,0.0465,0.0372,0.0119,0.055,131848,,189.1,,102.1,120.5,207.6,1006184,1088,1982,0,169.5,6,24,100.2,0.3
8/1/2004,-0.0553,-0.0401,0.0285,-0.0186,-0.0549,-0.0354,-0.028,-0.0649,0.0142,0.054,131937,,189.2,,103.6,121.4,215.7,1013616,1175,1994,0,169.2,11,23,100.2,0.1
9/1/2004,0.021,-0.0043,-0.0154,0.0332,0.0183,0.0068,0.02,-0.0383,0.038,0.054,132093,,189.8,,104.1,121.5,218.8,1012080,1214,1858,0,169.1,14,21,100.2,0.7
10/1/2004,-0.0296,0.03,0.0953,-0.0135,-0.0224,0.0089,0.0354,0.0355,-0.0028,0.055,132447,,190.8,,105.8,121.6,218.7,1015719,1305,2038,0,170.1,12,24,100.2,1
11/1/2004,0.0069,0.0407,0.0086,0.0067,-0.024,0.0188,-0.0033,0.0426,0.0543,0.054,132503,,191.7,,105.5,122.1,218.7,1022994,1179,1762,0,170.7,11,23,99.7,-0.5
12/1/2004,0.0248,0.0453,0.058,0.0331,0.0214,0.0651,0.0788,0.0524,0.0333,0.054,132624,,191.7,,104,122.8,219,1037480,1242,2002,0,169.2,8,19,99.7,-0.7
1/1/2005,0.0425,0.0442,-0.0348,0.0371,0.061,0.0212,0.0078,0.0081,0.0183,0.053,132774,,191.6,,104.6,123.2,216.9,1046082,1203,2118,0,169.6,7,27,100.2,-1.6
2/1/2005,0.0043,-0.046,0.046,-0.0244,-0.0361,-0.0304,-0.0349,-0.0597,0.0252,0.054,133032,,192.4,,105.5,123.8,216.9,1066848,1319,2176,0,170.3,13,18,100.2,5.2
3/1/2005,0.0017,-0.0065,0.1586,-0.005,0.0324,0.0132,0.0887,0.005,0.0211,0.052,133156,,193.1,,107.8,124,216.8,1071745,1328,1838,0,169.7,15,18,100.2,-2.1
4/1/2005,-0.0102,-0.0089,-0.0073,-0.0419,-0.0086,-0.0062,-0.0412,-0.0299,0.0103,0.052,133518,,193.7,,108.8,124.1,216.8,1081012,1260,2028,0,170.4,6,14,100.2,1.2
5/1/2005,-0.0142,-0.0414,-0.0677,0.0031,0.0336,-0.0334,-0.0663,-0.0277,0.0279,0.051,133690,,193.6,,107.9,123.8,217.9,1093341,1286,1994,0,171.1,19,24,100.2,-1.1
6/1/2005,0.0188,0.037,0.0353,0.0213,0.0093,0.0315,-0.0068,0.0654,-0.0026,0.05,133942,,193.7,,109.2,123.9,217.7,1105896,1274,2037,0,171.1,5,34,103.5,1.8
7/1/2005,-0.0193,-0.0045,0.0618,0.0123,-0.0077,-0.027,-0.0226,-0.0079,0.0521,0.05,134296,,194.9,,110.5,124.4,216.8,1119101,1389,2029,0,171,11,41,103.5,-0.3
8/1/2005,0.0289,0.0531,0.0744,0.0155,0.0273,0.0331,0.0515,0.0544,0.0233,0.049,134498,,196.1,,112.1,124.5,216.4,1129163,1255,2063,0,171.9,12,28,103.4,0.8
9/1/2005,-0.0162,-0.0331,0.0728,-0.0193,-0.0078,-0.0383,-0.0385,-0.0128,-0.0015,0.05,134566,,198.8,,114.4,124.8,213.1,1148438,1244,2109,0,172,8,27,103.4,1.1
10/1/2005,0.003,-0.0283,0.0536,0.0037,-0.0079,0.0289,0.0011,-0.0005,0.0432,0.05,134655,,199.1,,114.5,124.9,212.9,1160831,1336,2034,0,172.7,12,26,103.5,1
11/1/2005,0.0056,-0.0221,-0.1016,0.0263,-0.0318,-0.0135,0.0062,-0.0225,-0.0666,0.05,134993,,198.1,,112.3,125.2,215,1172090,1214,2126,0,172.9,12,30,103.6,0.7
12/1/2005,0.0116,0.043,0.0286,0.0532,0.0181,0.0616,0.0744,0.0746,-0.0029,0.049,135149,,198.1,,112.3,126,217.4,1184677,1239,1967,0,173.1,10,22,103.6,1
1/1/2006,-0.0123,-0.0226,0.0136,-0.0119,0.0252,-0.0164,0.0118,-0.0411,0.0041,0.047,135429,,199.3,,113.7,125.9,217.3,1195642,1174,2251,0,174,19,30,103.6,1.1
2/1/2006,-0.0021,0.0206,0.1355,0.0073,0.016,0.0077,0.0578,0.0229,0.0222,0.048,135737,,199.4,,112.8,126.9,216.6,1205639,1061,2109,1,173.8,6,23,103.6,3.3
3/1/2006,0.0168,0.0106,-0.0826,0.026,0.0053,0.0395,-0.0257,0.013,-0.0003,0.047,136047,20.04,199.7,,112.7,127.2,227,1205169,1116,1930,1,173.5,15,31,103.8,-2.7
4/1/2006,0.0042,0.0087,0.0381,-0.0055,-0.0111,0.0417,0.0541,0.0244,-0.0403,0.047,136205,20.17,200.7,,115.1,127.2,222.9,1193296,1123,1801,1,172.1,14,23,104.5,0.6
5/1/2006,0.0059,0.008,0.0511,0.0442,-0.0364,0.0129,0.0287,-0.0148,0.0116,0.046,136244,20.13,201.3,,117.2,127.3,224.3,1180581,1086,1924,1,171.3,19,31,104.5,0.6
6/1/2006,-0.0004,-0.0141,-0.0443,-0.0391,-0.0149,-0.0171,-0.0505,-0.0701,0.0118,0.046,136325,20.22,201.8,,117.3,127.6,232.3,1172128,1074,1761,1,171.8,10,26,104.5,0
7/1/2006,0.0151,-0.0027,0.0373,-0.0086,-0.0079,0.0018,0.0091,-0.0064,0.0218,0.047,136520,20.3,202.9,,118.2,127.9,233.5,1157926,965,1704,1,171.7,15,30,104.5,0.1
8/1/2006,0.0169,-0.0382,0.0261,0.0176,0.0546,-0.0666,-0.0416,-0.0281,0.0444,0.047,136694,20.31,203.8,,118.8,128.2,236.9,1145907,1035,1613,1,171.7,11,28,104.5,0.2
9/1/2006,0.0385,0.0236,-0.0434,0.0194,0.0289,0.0246,0.0311,0.0811,0.0319,0.045,136843,20.41,202.8,,116.2,128.5,238.9,1135753,1016,1688,1,173.8,15,25,104.5,0.9
10/1/2006,-0.0156,0.0588,-0.0496,0.0292,0.0085,0.0355,-0.0113,0.0295,-0.0209,0.044,136852,20.44,201.9,,113.3,129.2,239.3,1122914,941,1475,1,173.7,16,24,104.5,-0.3
11/1/2006,0.0262,0.067,0.0451,0.0295,0.0051,0.0244,0.0648,0.0478,0.0512,0.045,137063,20.48,202,,113.8,129.5,239.3,1121749,1003,1546,1,172.6,10,25,104.5,1.9
12/1/2006,-0.0066,0.0099,0.0807,0.002,0.0015,0.0174,0.0408,0.0174,0.0223,0.044,137249,20.57,203.1,,115.1,129.6,250.4,1135406,998,1617,1,177.5,14,25,104.5,-0.1
1/1/2007,0.0148,0.0247,-0.0299,0.0365,0.012,0.0034,-0.0017,-0.0017,-0.009,0.046,137477,20.59,203.437,,113.7,130.6,250.4,1137917,891,1397,1,176.619,15,25,104.5,0.3
2/1/2007,0.0253,0.0233,-0.0036,0.006,0.0282,0.0233,0.0511,0.0171,0.0066,0.045,137558,20.67,204.226,,114.1,130.95,249.2,1139032,828,1457,1,176.007,11,14,103.5,1.7
3/1/2007,-0.0348,-0.0312,-0.0306,-0.0452,-0.0352,-0.03,-0.0035,-0.0434,0.0428,0.044,137793,20.72,205.288,,115.9,131.24,249.2,1146624,833,1461,1,177.711,17,25,103.5,1.3
4/1/2007,0.0322,-0.0039,0.07,0.0028,0.0111,0.0221,0.0416,0.029,0.0416,0.045,137842,20.79,205.904,,117.5,131.42,249.2,1150590,887,1473,1,177.988,12,31,103.5,-2.1
5/1/2007,0.0285,0.0207,0.0528,0.0393,0.0669,0.0505,0.015,0.047,0.046,0.044,137993,20.84,206.755,,118.6,131.93,249.2,1161581,842,1400,1,177.248,21,33,103.5,3.6
6/1/2007,0.0153,0.0355,0.082,0.0259,0.0189,0.0518,0.0625,0.0523,0.0062,0.046,138069,20.95,207.234,,120,131.71,248.3,1163511,793,1413,1,177.745,21,28,103.5,1.3
